opdrachtomschrijving,onderwerp;
Bouwen van een computer vision systeem voor objectdetectie in videostreams. Extra focus op gebruiksvriendelijkheid. Doelgroep: zorgsector. Technologieën: Kubernetes.,AR/VR Development;
Uitwerken van een blockchain oplossing om datastromen veilig en transparant te registreren. Extra focus op veiligheid. Doelgroep: zorgsector. Technologieën: SQL.,Workflow Automation;
Ontwikkeling van een Event Log App die data uit meerdere databronnen kan koppelen en visualiseren voor gebruikers. Extra focus op gebruiksvriendelijkheid. Doelgroep: zorgsector. Technologieën: Python.,Workflow Automation;
Maken van een applicatie die via event processing real-time sensorinformatie kan verwerken en analyseren. Extra focus op veiligheid. Doelgroep: bedrijven. Technologieën: Docker.,Digital Twin;
Bouwen van een platform dat data-invoer uit verschillende kanalen ondersteunt en de resultaten toont als een overzichtelijke rapportage. Extra focus op schaalbaarheid. Doelgroep: consumentenmarkt. Technologieën: Python.,Event Processing;
Creëren van handvatten voor het bouwen van een Digital Twin expertmodel met focus op simulatie en voorspelling. Extra focus op integratie met bestaande systemen. Doelgroep: consumentenmarkt. Technologieën: SQL.,AR/VR Development;
Bouwen van een computer vision systeem voor objectdetectie in videostreams. Extra focus op real-time verwerking. Doelgroep: zorgsector. Technologieën: TensorFlow.,Natural Language Processing;
Implementatie van een AR-bril toepassing voor handsfree interactie met workflowmanagement-systemen. Extra focus op gebruiksvriendelijkheid. Doelgroep: overheidsinstanties. Technologieën: TensorFlow.,Blockchain;
Bouwen van een computer vision systeem voor objectdetectie in videostreams. Extra focus op real-time verwerking. Doelgroep: bedrijven. Technologieën: SQL.,Blockchain;
Uitwerken van een blockchain oplossing om datastromen veilig en transparant te registreren. Extra focus op integratie met bestaande systemen. Doelgroep: zorgsector. Technologieën: SQL.,Digital Twin;
Bouwen van een computer vision systeem voor objectdetectie in videostreams. Extra focus op veiligheid. Doelgroep: onderwijsinstellingen. Technologieën: Kubernetes.,Machine Learning;
Maken van een applicatie die via event processing real-time sensorinformatie kan verwerken en analyseren. Extra focus op schaalbaarheid. Doelgroep: bedrijven. Technologieën: TensorFlow.,Event Processing;
Maken van een applicatie die via event processing real-time sensorinformatie kan verwerken en analyseren. Extra focus op real-time verwerking. Doelgroep: onderwijsinstellingen. Technologieën: SQL.,Computer Vision;
Ontwikkeling van een Event Log App die data uit meerdere databronnen kan koppelen en visualiseren voor gebruikers. Extra focus op gebruiksvriendelijkheid. Doelgroep: zorgsector. Technologieën: Kubernetes.,Blockchain;
Implementatie van een AR-bril toepassing voor handsfree interactie met workflowmanagement-systemen. Extra focus op integratie met bestaande systemen. Doelgroep: consumentenmarkt. Technologieën: Kubernetes.,AR/VR Development;
Ontwikkeling van een NLP-module die automatisch klantvragen classificeert en doorstuurt naar de juiste afdeling. Extra focus op integratie met bestaande systemen. Doelgroep: consumentenmarkt. Technologieën: Docker.,App Development;
Ontwikkeling van een NLP-module die automatisch klantvragen classificeert en doorstuurt naar de juiste afdeling. Extra focus op real-time verwerking. Doelgroep: overheidsinstanties. Technologieën: TensorFlow.,Data Science;
Creëren van handvatten voor het bouwen van een Digital Twin expertmodel met focus op simulatie en voorspelling. Extra focus op real-time verwerking. Doelgroep: zorgsector. Technologieën: SQL.,Data Science;
Opzetten van een machine learning pipeline die automatisch data opschoont, traint en voorspellingen uitvoert. Extra focus op gebruiksvriendelijkheid. Doelgroep: onderwijsinstellingen. Technologieën: Kubernetes.,Digital Twin;
Creëren van een digitaal dashboard waarmee stakeholders inzicht krijgen in prestaties van AI-modellen. Extra focus op schaalbaarheid. Doelgroep: bedrijven. Technologieën: Python.,App Development;
Creëren van een digitaal dashboard waarmee stakeholders inzicht krijgen in prestaties van AI-modellen. Extra focus op gebruiksvriendelijkheid. Doelgroep: bedrijven. Technologieën: Docker.,Natural Language Processing;
Creëren van handvatten voor het bouwen van een Digital Twin expertmodel met focus op simulatie en voorspelling. Extra focus op gebruiksvriendelijkheid. Doelgroep: overheidsinstanties. Technologieën: SQL.,Workflow Automation;
Ontwikkeling van een Event Log App die data uit meerdere databronnen kan koppelen en visualiseren voor gebruikers. Extra focus op real-time verwerking. Doelgroep: consumentenmarkt. Technologieën: TensorFlow.,Event Processing;
Creëren van een digitaal dashboard waarmee stakeholders inzicht krijgen in prestaties van AI-modellen. Extra focus op real-time verwerking. Doelgroep: zorgsector. Technologieën: TensorFlow.,Data Science;
Creëren van een digitaal dashboard waarmee stakeholders inzicht krijgen in prestaties van AI-modellen. Extra focus op integratie met bestaande systemen. Doelgroep: zorgsector. Technologieën: Kubernetes.,Workflow Automation;
Opzetten van een machine learning pipeline die automatisch data opschoont, traint en voorspellingen uitvoert. Extra focus op integratie met bestaande systemen. Doelgroep: bedrijven. Technologieën: Docker.,Machine Learning;
Creëren van handvatten voor het bouwen van een Digital Twin expertmodel met focus op simulatie en voorspelling. Extra focus op veiligheid. Doelgroep: bedrijven. Technologieën: Python.,Data Science;
Ontwikkeling van een NLP-module die automatisch klantvragen classificeert en doorstuurt naar de juiste afdeling. Extra focus op veiligheid. Doelgroep: zorgsector. Technologieën: SQL.,Blockchain;
Ontwikkeling van een Event Log App die data uit meerdere databronnen kan koppelen en visualiseren voor gebruikers. Extra focus op veiligheid. Doelgroep: overheidsinstanties. Technologieën: Docker.,App Development;
Maken van een applicatie die via event processing real-time sensorinformatie kan verwerken en analyseren. Extra focus op real-time verwerking. Doelgroep: overheidsinstanties. Technologieën: Kubernetes.,AR/VR Development;
Bouwen van een platform dat data-invoer uit verschillende kanalen ondersteunt en de resultaten toont als een overzichtelijke rapportage. Extra focus op integratie met bestaande systemen. Doelgroep: consumentenmarkt. Technologieën: SQL.,AR/VR Development;
Ontwikkeling van een Event Log App die data uit meerdere databronnen kan koppelen en visualiseren voor gebruikers. Extra focus op veiligheid. Doelgroep: onderwijsinstellingen. Technologieën: Docker.,Digital Twin;
Ontwikkeling van een Event Log App die data uit meerdere databronnen kan koppelen en visualiseren voor gebruikers. Extra focus op veiligheid. Doelgroep: onderwijsinstellingen. Technologieën: TensorFlow.,Workflow Automation;
Implementatie van een AR-bril toepassing voor handsfree interactie met workflowmanagement-systemen. Extra focus op gebruiksvriendelijkheid. Doelgroep: consumentenmarkt. Technologieën: Kubernetes.,AR/VR Development;
Creëren van handvatten voor het bouwen van een Digital Twin expertmodel met focus op simulatie en voorspelling. Extra focus op schaalbaarheid. Doelgroep: consumentenmarkt. Technologieën: Python.,Workflow Automation;
Uitwerken van een blockchain oplossing om datastromen veilig en transparant te registreren. Extra focus op veiligheid. Doelgroep: overheidsinstanties. Technologieën: SQL.,Machine Learning;
Opzetten van een machine learning pipeline die automatisch data opschoont, traint en voorspellingen uitvoert. Extra focus op schaalbaarheid. Doelgroep: overheidsinstanties. Technologieën: SQL.,Computer Vision;
Maken van een applicatie die via event processing real-time sensorinformatie kan verwerken en analyseren. Extra focus op schaalbaarheid. Doelgroep: overheidsinstanties. Technologieën: TensorFlow.,Digital Twin;
Maken van een applicatie die via event processing real-time sensorinformatie kan verwerken en analyseren. Extra focus op real-time verwerking. Doelgroep: bedrijven. Technologieën: Docker.,Data Science;
Implementatie van een AR-bril toepassing voor handsfree interactie met workflowmanagement-systemen. Extra focus op integratie met bestaande systemen. Doelgroep: consumentenmarkt. Technologieën: React.,AR/VR Development;
Creëren van handvatten voor het bouwen van een Digital Twin expertmodel met focus op simulatie en voorspelling. Extra focus op integratie met bestaande systemen. Doelgroep: consumentenmarkt. Technologieën: Python.,App Development;
Bouwen van een platform dat data-invoer uit verschillende kanalen ondersteunt en de resultaten toont als een overzichtelijke rapportage. Extra focus op integratie met bestaande systemen. Doelgroep: bedrijven. Technologieën: Kubernetes.,AR/VR Development;
Opzetten van een machine learning pipeline die automatisch data opschoont, traint en voorspellingen uitvoert. Extra focus op gebruiksvriendelijkheid. Doelgroep: zorgsector. Technologieën: SQL.,Data Science;
Maken van een applicatie die via event processing real-time sensorinformatie kan verwerken en analyseren. Extra focus op schaalbaarheid. Doelgroep: consumentenmarkt. Technologieën: TensorFlow.,Data Science;
Uitwerken van een blockchain oplossing om datastromen veilig en transparant te registreren. Extra focus op veiligheid. Doelgroep: onderwijsinstellingen. Technologieën: Python.,Data Science;
Bouwen van een computer vision systeem voor objectdetectie in videostreams. Extra focus op schaalbaarheid. Doelgroep: overheidsinstanties. Technologieën: Python.,Natural Language Processing;
Bouwen van een platform dat data-invoer uit verschillende kanalen ondersteunt en de resultaten toont als een overzichtelijke rapportage. Extra focus op veiligheid. Doelgroep: zorgsector. Technologieën: TensorFlow.,Workflow Automation;
Creëren van handvatten voor het bouwen van een Digital Twin expertmodel met focus op simulatie en voorspelling. Extra focus op gebruiksvriendelijkheid. Doelgroep: consumentenmarkt. Technologieën: Docker.,Machine Learning;
Bouwen van een platform dat data-invoer uit verschillende kanalen ondersteunt en de resultaten toont als een overzichtelijke rapportage. Extra focus op integratie met bestaande systemen. Doelgroep: bedrijven. Technologieën: TensorFlow.,Event Processing;
Creëren van een digitaal dashboard waarmee stakeholders inzicht krijgen in prestaties van AI-modellen. Extra focus op gebruiksvriendelijkheid. Doelgroep: overheidsinstanties. Technologieën: React.,Computer Vision;
Creëren van een digitaal dashboard waarmee stakeholders inzicht krijgen in prestaties van AI-modellen. Extra focus op integratie met bestaande systemen. Doelgroep: zorgsector. Technologieën: Docker.,Workflow Automation;
Bouwen van een computer vision systeem voor objectdetectie in videostreams. Extra focus op real-time verwerking. Doelgroep: zorgsector. Technologieën: Python.,Data Science;
Ontwikkeling van een NLP-module die automatisch klantvragen classificeert en doorstuurt naar de juiste afdeling. Extra focus op integratie met bestaande systemen. Doelgroep: bedrijven. Technologieën: TensorFlow.,Event Processing;
Creëren van handvatten voor het bouwen van een Digital Twin expertmodel met focus op simulatie en voorspelling. Extra focus op veiligheid. Doelgroep: onderwijsinstellingen. Technologieën: TensorFlow.,Event Processing;
Bouwen van een computer vision systeem voor objectdetectie in videostreams. Extra focus op schaalbaarheid. Doelgroep: overheidsinstanties. Technologieën: Docker.,AR/VR Development;
Ontwikkeling van een Event Log App die data uit meerdere databronnen kan koppelen en visualiseren voor gebruikers. Extra focus op gebruiksvriendelijkheid. Doelgroep: bedrijven. Technologieën: React.,Digital Twin;
Uitwerken van een blockchain oplossing om datastromen veilig en transparant te registreren. Extra focus op gebruiksvriendelijkheid. Doelgroep: overheidsinstanties. Technologieën: React.,Machine Learning;
